epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,23461.8,0.11728,1.54854,0.89945,0.36228,0.48409,0.41216,0.40903,0.2932,1.88295,0.15295,0.000389875,0.000389875,0.000389875
40,23514,0.11526,1.53952,0.90244,0.26307,0.60139,0.43642,0.42865,0.34528,1.74797,0.18054,0.000383688,0.000383688,0.000383688
41,23563.6,0.11885,1.53955,0.90559,0.26591,0.42986,0.3565,0.34005,0.33629,2.25565,0.19998,0.0003775,0.0003775,0.0003775
42,23613.1,0.11892,1.53626,0.90273,0.30705,0.46926,0.42979,0.40635,0.3658,1.98543,0.22293,0.000371313,0.000371313,0.000371313
43,23662.4,0.11811,1.51157,0.9093,0.54678,0.36592,0.44398,0.43431,0.30392,1.85284,0.15685,0.000365125,0.000365125,0.000365125
44,23711.9,0.10575,1.52028,0.90228,0.28155,0.51238,0.38425,0.37964,0.30212,2.0639,0.1688,0.000358938,0.000358938,0.000358938
45,23761.5,0.11631,1.50818,0.90227,0.25837,0.43661,0.36248,0.35266,0.29994,2.04715,0.17809,0.00035275,0.00035275,0.00035275
46,23811.7,0.11301,1.51744,0.89867,0.26292,0.50356,0.41101,0.39924,0.28412,1.91151,0.15209,0.000346563,0.000346563,0.000346563
47,23861.4,0.11426,1.48495,0.90647,0.29763,0.51975,0.44987,0.44535,0.30699,1.79864,0.15534,0.000340375,0.000340375,0.000340375
48,23913.5,0.11194,1.481,0.90261,0.22416,0.57181,0.39419,0.38195,0.26306,2.07113,0.14031,0.000334188,0.000334188,0.000334188
49,23963.1,0.10636,1.48818,0.89836,0.22089,0.63149,0.40466,0.39804,0.3332,1.82083,0.1685,0.000328,0.000328,0.000328
50,24012,0.10365,1.45698,0.89863,0.2987,0.57013,0.45899,0.44627,0.31612,1.88879,0.16667,0.000321812,0.000321812,0.000321812
51,24061.9,0.10491,1.46951,0.89971,0.27213,0.49317,0.39673,0.38801,0.30748,1.90942,0.1601,0.000315625,0.000315625,0.000315625
52,24111.3,0.11092,1.461,0.90659,0.40522,0.51272,0.40018,0.39433,0.31466,1.92531,0.16695,0.000309437,0.000309437,0.000309437
53,24160.6,0.10911,1.45906,0.91178,0.26845,0.48393,0.46457,0.45638,0.31881,1.87415,0.18829,0.00030325,0.00030325,0.00030325
54,24210.8,0.10654,1.44646,0.90282,0.39292,0.5258,0.43642,0.42487,0.35478,1.89312,0.18358,0.000297063,0.000297063,0.000297063
55,24261,0.09731,1.43489,0.89908,0.33805,0.60457,0.43947,0.42957,0.31267,1.82133,0.1764,0.000290875,0.000290875,0.000290875
56,24310.7,0.09842,1.42251,0.89643,0.43358,0.47535,0.43341,0.42724,0.30207,1.95844,0.16138,0.000284688,0.000284688,0.000284688
57,24363,0.09846,1.44445,0.89399,0.26099,0.56968,0.41446,0.39805,0.34131,1.94336,0.18719,0.0002785,0.0002785,0.0002785
58,24413.2,0.10011,1.39703,0.89714,0.467,0.50421,0.44238,0.42917,0.28952,1.8053,0.14537,0.000272313,0.000272313,0.000272313
59,24462.9,0.09607,1.40881,0.89258,0.44266,0.48616,0.45653,0.44337,0.32243,1.93577,0.15519,0.000266125,0.000266125,0.000266125
60,24512.5,0.10308,1.3849,0.89963,0.36923,0.52113,0.46787,0.46222,0.26307,1.71703,0.13777,0.000259938,0.000259938,0.000259938
61,24562.5,0.09829,1.41323,0.89822,0.29302,0.73292,0.48837,0.47885,0.27144,1.78422,0.15953,0.00025375,0.00025375,0.00025375
62,24612.3,0.09325,1.38338,0.89493,0.37999,0.51347,0.4448,0.4399,0.27685,1.88287,0.15459,0.000247563,0.000247563,0.000247563
63,24662.3,0.10793,1.40205,0.90796,0.43877,0.41391,0.42999,0.42359,0.30057,1.88589,0.16199,0.000241375,0.000241375,0.000241375
64,24712.4,0.09226,1.38716,0.89719,0.46972,0.4292,0.42274,0.41437,0.29654,1.81085,0.1621,0.000235188,0.000235188,0.000235188
65,24764.1,0.093,1.34737,0.89455,0.33985,0.46343,0.43129,0.42139,0.30647,2.0068,0.17363,0.000229,0.000229,0.000229
66,24814,0.09168,1.37724,0.90038,0.31719,0.6028,0.45315,0.44135,0.28766,1.72655,0.15118,0.000222813,0.000222813,0.000222813
67,24863.5,0.09748,1.33219,0.89851,0.55024,0.32917,0.45084,0.44462,0.27918,2.06566,0.15966,0.000216625,0.000216625,0.000216625
68,24913.1,0.09093,1.35381,0.89354,0.36979,0.61109,0.49812,0.4845,0.28809,1.8703,0.17434,0.000210437,0.000210437,0.000210437
69,24962.7,0.10125,1.37011,0.91336,0.47549,0.45499,0.46768,0.44785,0.28624,1.90667,0.16981,0.00020425,0.00020425,0.00020425
70,25012.5,0.08827,1.34714,0.89654,0.30257,0.64749,0.48106,0.44434,0.36297,1.80462,0.21567,0.000198063,0.000198063,0.000198063
71,25062,0.08714,1.35349,0.89955,0.34578,0.50538,0.43124,0.40758,0.30826,1.93763,0.17313,0.000191875,0.000191875,0.000191875
72,25112.1,0.08894,1.32218,0.89913,0.54889,0.37269,0.45673,0.43677,0.32115,1.91104,0.17822,0.000185688,0.000185688,0.000185688
73,25164,0.08624,1.31943,0.89197,0.26985,0.51921,0.42325,0.39622,0.3244,2.16328,0.17598,0.0001795,0.0001795,0.0001795
74,25213.7,0.09186,1.31837,0.90551,0.38942,0.47335,0.45589,0.43991,0.29917,1.90142,0.16282,0.000173313,0.000173313,0.000173313
75,25265.6,0.08265,1.31317,0.89472,0.26306,0.6307,0.45318,0.43176,0.31442,2.11303,0.16787,0.000167125,0.000167125,0.000167125
76,25318,0.08646,1.31501,0.89376,0.42904,0.51519,0.41777,0.38998,0.34641,2.07074,0.20017,0.000160938,0.000160938,0.000160938
77,28102.5,0.08765,1.27578,0.89497,0.25234,0.56921,0.43105,0.40272,0.34531,2.32011,0.19934,0.00015475,0.00015475,0.00015475
78,28147.7,0.08093,1.28449,0.89927,0.35077,0.65136,0.50251,0.49277,0.27026,1.93669,0.13498,0.000148563,0.000148563,0.000148563
79,28192.7,0.09086,1.2831,0.90592,0.32274,0.64329,0.47076,0.45935,0.29964,1.90895,0.15104,0.000142375,0.000142375,0.000142375
80,28237.6,0.08247,1.28129,0.89812,0.31234,0.55897,0.4351,0.40913,0.31933,1.92619,0.1759,0.000136187,0.000136187,0.000136187
81,28283.6,0.08302,1.2555,0.8899,0.35739,0.65408,0.50809,0.4844,0.29622,1.95302,0.16766,0.00013,0.00013,0.00013
82,28332.1,0.07822,1.27088,0.88492,0.34892,0.65397,0.49902,0.48455,0.26164,1.73615,0.13772,0.000123812,0.000123812,0.000123812
83,28379.1,0.0856,1.27079,0.89786,0.3239,0.59113,0.51152,0.49519,0.26215,1.88408,0.13902,0.000117625,0.000117625,0.000117625
84,28427.2,0.07679,1.24879,0.89653,0.34811,0.6883,0.5304,0.52267,0.27913,1.69261,0.1422,0.000111438,0.000111438,0.000111438
85,28476,0.08112,1.23771,0.8897,0.35565,0.58741,0.50253,0.48461,0.25429,1.77081,0.13579,0.00010525,0.00010525,0.00010525
86,28525.2,0.07959,1.25336,0.89437,0.44328,0.56403,0.49276,0.47816,0.26131,1.96124,0.13654,9.90625e-05,9.90625e-05,9.90625e-05
87,28574.9,0.07653,1.24266,0.89627,0.36369,0.58284,0.48429,0.47555,0.25357,2.09928,0.12934,9.2875e-05,9.2875e-05,9.2875e-05
88,28624.9,0.07762,1.22124,0.89848,0.36729,0.53908,0.48514,0.47672,0.2489,2.00502,0.12846,8.66875e-05,8.66875e-05,8.66875e-05
89,28674.6,0.07981,1.24319,0.89309,0.35794,0.57698,0.45966,0.45158,0.24503,2.1034,0.12551,8.05e-05,8.05e-05,8.05e-05
90,28724.7,0.07374,1.22643,0.89274,0.46269,0.51529,0.47153,0.45714,0.25318,2.28164,0.13624,7.43125e-05,7.43125e-05,7.43125e-05
91,28776.2,0.10046,1.24394,0.93459,0.40711,0.52088,0.48643,0.47456,0.25697,2.54703,0.11745,6.8125e-05,6.8125e-05,6.8125e-05
92,28825,0.06227,1.0727,0.91362,0.42616,0.52707,0.48953,0.47995,0.26607,2.40449,0.12397,6.19375e-05,6.19375e-05,6.19375e-05
93,28873.1,0.04964,1.03315,0.90956,0.38028,0.77157,0.53334,0.52315,0.24707,2.22769,0.11678,5.575e-05,5.575e-05,5.575e-05
94,28921.3,0.05045,0.99711,0.8991,0.40706,0.60151,0.5398,0.53381,0.2422,2.09842,0.11364,4.95625e-05,4.95625e-05,4.95625e-05
95,28969.6,0.04867,0.9612,0.91102,0.41664,0.59763,0.52153,0.51589,0.25878,2.18056,0.11912,4.3375e-05,4.3375e-05,4.3375e-05
96,29018.7,0.04792,0.97339,0.8984,0.37602,0.6797,0.5437,0.53606,0.25156,1.9209,0.11548,3.71875e-05,3.71875e-05,3.71875e-05
97,29067.2,0.05051,0.96743,0.89252,0.35811,0.70359,0.53169,0.52569,0.24687,2.20366,0.11255,3.1e-05,3.1e-05,3.1e-05
98,29115.8,0.04463,0.92367,0.9087,0.37457,0.68191,0.51969,0.51293,0.2493,2.19704,0.11336,2.48125e-05,2.48125e-05,2.48125e-05
99,29166.2,0.04219,0.91556,0.90577,0.41378,0.63718,0.52017,0.51275,0.25041,2.27365,0.11464,1.8625e-05,1.8625e-05,1.8625e-05
100,29214.5,0.0457,0.93318,0.90325,0.40106,0.59401,0.52256,0.5157,0.25005,2.33819,0.1144,1.24375e-05,1.24375e-05,1.24375e-05
